State,District,Year,Crop,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer
,,2002 - 2003,Arhar/Tur,Kharif,454.0,129.0,0.28,1000,50
,,2002 - 2003,Bajra,Kharif,78.0,33.0,0.42,1000,50
,,2002 - 2003,Barley,Rabi,188.0,434.0,2.31,1000,50
,,2002 - 2003,Gram,Rabi,6863.0,6455.0,0.94,1000,50
,,2002 - 2003,Groundnut,Kharif,4913.0,2288.0,0.47,1000,50
,,2002 - 2003,Jowar,Kharif,5459.0,2610.0,0.48,1000,50
,,2002 - 2003,Linseed,Rabi,118.0,58.0,0.49,1000,50
,,2002 - 2003,Maize,Kharif,31141.0,44201.0,1.42,1000,50
,,2002 - 2003,Other Rabi pulses,Rabi,115.0,51.0,0.44,1000,50
,,2002 - 2003,Other Kharif pulses,Kharif,16408.0,4462.0,0.27,1000,50
,,2002 - 2003,Rapeseed &Mustard,Rabi,2622.0,1571.0,0.6,1000,50
,,2002 - 2003,Rice,Kharif,10.0,2.0,0.2,1000,50
,,2002 - 2003,Soyabean,Kharif,94973.0,44153.0,0.46,1000,50
,,2002 - 2003,Wheat,Rabi,11444.0,23796.0,2.08,1000,50
,,2002 - 2003,Sesamum,Kharif,418.0,115.0,0.28,1000,50
,,2002 - 2003,Sunflower,Kharif,2.0,1.0,0.5,1000,50
,,2002 - 2003,Safflower,Rabi,2.0,1.0,0.5,1000,50
,,2003 - 2004,Arhar/Tur,Kharif,453.0,285.0,0.63,1000,50
,,2003 - 2004,Bajra,Kharif,19.0,20.0,1.05,1000,50
,,2003 - 2004,Barley,Rabi,365.0,1020.0,2.79,1000,50
,,2003 - 2004,Gram,Rabi,35021.0,35717.0,1.02,1000,50
,,2003 - 2004,Groundnut,Kharif,4601.0,5051.0,1.1,1000,50
,,2003 - 2004,Jowar,Kharif,9064.0,9565.0,1.06,1000,50
,,2003 - 2004,Linseed,Rabi,367.0,281.0,0.77,1000,50
,,2003 - 2004,Maize,Kharif,31129.0,77558.0,2.49,1000,50
,,2003 - 2004,Other Rabi pulses,Rabi,270.0,136.0,0.5,1000,50
,,2003 - 2004,Other Kharif pulses,Kharif,15853.0,8297.0,0.52,1000,50
,,2003 - 2004,Rapeseed &Mustard,Rabi,8605.0,8962.0,1.04,1000,50
,,2003 - 2004,Rice,Kharif,8.0,6.0,0.75,1000,50
,,2003 - 2004,Soyabean,Kharif,94948.0,122617.0,1.29,1000,50
,,2003 - 2004,Urad,Kharif,15719.0,8232.0,0.52,1000,50
,,2003 - 2004,Wheat,Rabi,17725.0,48953.0,2.76,1000,50
,,2003 - 2004,Sesamum,Kharif,735.0,412.0,0.56,1000,50
,,2003 - 2004,Cotton(lint),Kharif,6.0,,,1000,50
,,2003 - 2004,other misc. pulses,Kharif,51.0,0.01,0.0,1000,50
,,2003 - 2004,Safflower,Rabi,12.0,5.0,0.42,1000,50
,,2004 - 2005,Arhar/Tur,Kharif,546.0,280.0,0.51,1000,50
,,2004 - 2005,Bajra,Kharif,14.0,12.0,0.86,1000,50
,,2004 - 2005,Barley,Rabi,382.0,1048.0,2.74,1000,50
,,2004 - 2005,Gram,Rabi,25489.0,27275.0,1.07,1000,50
,,2004 - 2005,Groundnut,Kharif,4412.0,4144.0,0.94,1000,50
,,2004 - 2005,Jowar,Kharif,5534.0,4125.0,0.75,1000,50
,,2004 - 2005,Linseed,Rabi,398.0,338.0,0.85,1000,50
,,2004 - 2005,Maize,Kharif,28857.0,51068.0,1.77,1000,50
,,2004 - 2005,Masoor,Rabi,329.0,177.0,0.54,1000,50
,,2004 - 2005,Rapeseed &Mustard,Rabi,29382.0,32829.0,1.12,1000,50
,,2004 - 2005,Rice,Kharif,11.0,5.0,0.45,1000,50
,,2004 - 2005,Soyabean,Kharif,115071.0,99150.0,0.86,1000,50
,,2004 - 2005,Urad,Kharif,9269.0,3869.0,0.42,1000,50
,,2004 - 2005,Wheat,Rabi,25911.0,74351.0,2.87,1000,50
,,2004 - 2005,Sesamum,Kharif,728.0,354.0,0.49,1000,50
,,2004 - 2005,Cotton(lint),Kharif,35.0,,,1000,50
,,2004 - 2005,Sunflower,Kharif,6.0,2.0,0.33,1000,50
,,2004 - 2005,Safflower,Rabi,17.0,5.0,0.29,1000,50
,,2005 - 2006,Arhar/Tur,Kharif,401.0,182.0,0.45,1000,50
,,2005 - 2006,Bajra,Kharif,31.0,20.0,0.65,1000,50
,,2005 - 2006,Barley,Rabi,397.0,1102.0,2.78,1000,50
,,2005 - 2006,Gram,Rabi,27154.0,31561.0,1.16,1000,50
,,2005 - 2006,Groundnut,Kharif,3037.0,3243.0,1.07,1000,50
,,2005 - 2006,Jowar,Kharif,3621.0,2824.0,0.78,1000,50
,,2005 - 2006,Linseed,Rabi,273.0,219.0,0.8,1000,50
,,2005 - 2006,Maize,Kharif,23335.0,49505.0,2.12,1000,50
,,2005 - 2006,Masoor,Rabi,284.0,140.0,0.49,1000,50
,,2005 - 2006,Moong(Green Gram),Kharif,78.0,18.0,0.23,1000,50
,,2005 - 2006,Rapeseed &Mustard,Rabi,41477.0,40222.0,0.97,1000,50
,,2005 - 2006,Rice,Kharif,24.0,12.0,0.5,1000,50
,,2005 - 2006,Soyabean,Kharif,122544.0,72430.0,0.59,1000,50
,,2005 - 2006,Urad,Kharif,5844.0,1932.0,0.33,1000,50
,,2005 - 2006,Wheat,Rabi,24274.0,62579.0,2.58,1000,50
,,2005 - 2006,Sesamum,Kharif,686.0,291.0,0.42,1000,50
,,2005 - 2006,Cotton(lint),Kharif,5.0,,,1000,50
,,2005 - 2006,Sunflower,Kharif,3.0,1.0,0.33,1000,50
,,2006 - 2007,Arhar/Tur,Kharif,395.0,143.0,0.36,1000,50
,,2006 - 2007,Bajra,Kharif,29.0,25.0,0.86,1000,50
,,2006 - 2007,Gram,Rabi,21674.0,22172.0,1.02,1000,50
,,2006 - 2007,Groundnut,Kharif,3452.0,2923.0,0.85,1000,50
,,2006 - 2007,Jowar,Kharif,2915.0,2383.0,0.82,1000,50
,,2006 - 2007,Linseed,Rabi,171.0,142.0,0.83,1000,50
,,2006 - 2007,Maize,Kharif,24200.0,27311.0,1.13,1000,50
,,2006 - 2007,Masoor,Rabi,229.0,108.0,0.47,1000,50
,,2006 - 2007,Moong(Green Gram),Kharif,111.0,26.0,0.23,1000,50
,,2006 - 2007,Other Kharif pulses,Kharif,27.0,,0.0,1000,50
,,2006 - 2007,Peas & beans (Pulses),Rabi,6.0,3.0,0.5,1000,50
,,2006 - 2007,Rapeseed &Mustard,Rabi,30731.0,27351.0,0.89,1000,50
,,2006 - 2007,Rice,Kharif,29.0,14.0,0.48,1000,50
,,2006 - 2007,Soyabean,Kharif,123124.0,87482.0,0.71,1000,50
,,2006 - 2007,Urad,Kharif,5042.0,1667.0,0.33,1000,50
,,2006 - 2007,Wheat,Rabi,39934.0,85246.0,2.13,1000,50
,,2006 - 2007,Jute,Kharif,7.0,,,1000,50
,,2006 - 2007,Cotton(lint),Kharif,3.0,,,1000,50
,,2007 - 2008,Arhar/Tur,Kharif,429.0,145.0,0.34,1000,50
,,2007 - 2008,Bajra,Kharif,13.0,11.0,0.85,1000,50
,,2007 - 2008,Barley,Rabi,763.0,2088.0,2.74,1000,50
,,2007 - 2008,Gram,Rabi,17376.0,14816.0,0.85,1000,50
,,2007 - 2008,Groundnut,Kharif,3361.0,2685.0,0.8,1000,50
,,2007 - 2008,Jowar,Kharif,2714.0,2085.0,0.77,1000,50
,,2007 - 2008,Linseed,Rabi,141.0,96.0,0.68,1000,50
,,2007 - 2008,Maize,Kharif,27386.0,39835.0,1.45,1000,50
,,2007 - 2008,Masoor,Rabi,156.0,62.0,0.4,1000,50
,,2007 - 2008,Peas & beans (Pulses),Rabi,7.0,4.0,0.57,1000,50
,,2007 - 2008,Rapeseed &Mustard,Rabi,23176.0,21840.0,0.94,1000,50
,,2007 - 2008,Rice,Kharif,41.0,20.0,0.49,1000,50
,,2007 - 2008,Sannhamp,Kharif,7.0,3.0,0.43,1000,50
,,2007 - 2008,Soyabean,Kharif,120327.0,91381.0,0.76,1000,50
,,2007 - 2008,Urad,Kharif,4857.0,1433.0,0.3,1000,50
,,2007 - 2008,Wheat,Rabi,27955.0,58988.0,2.11,1000,50
,,2007 - 2008,Cotton(lint),Kharif,1.0,,,1000,50
,,2008 - 2009,Arhar/Tur,Kharif,436.0,221.0,0.51,1000,50
,,2008 - 2009,Bajra,Kharif,14.0,13.0,0.93,1000,50
,,2008 - 2009,Barley,Rabi,914.0,2677.0,2.93,1000,50
,,2008 - 2009,Gram,Rabi,20687.0,18899.0,0.91,1000,50
,,2008 - 2009,Groundnut,Kharif,3437.0,3835.0,1.12,1000,50
,,2008 - 2009,Jowar,Kharif,2344.0,2079.0,0.89,1000,50
,,2008 - 2009,Linseed,Rabi,194.0,160.0,0.82,1000,50
,,2008 - 2009,Maize,Kharif,27263.0,48721.0,1.79,1000,50
,,2008 - 2009,Masoor,Rabi,157.0,64.0,0.41,1000,50
,,2008 - 2009,Peas & beans (Pulses),Rabi,43.0,20.0,0.47,1000,50
,,2008 - 2009,Rapeseed &Mustard,Rabi,26948.0,24202.0,0.9,1000,50
,,2008 - 2009,Rice,Kharif,70.0,36.0,0.51,1000,50
,,2008 - 2009,Sannhamp,Kharif,14.0,6.0,0.43,1000,50
,,2008 - 2009,Soyabean,Kharif,122288.0,128706.0,1.05,1000,50
,,2008 - 2009,Urad,Kharif,4348.0,1309.0,0.3,1000,50
,,2008 - 2009,Wheat,Rabi,32171.0,74945.0,2.33,1000,50
,,2008 - 2009,Cotton(lint),Kharif,1.0,,,1000,50
,,2008 - 2009,Safflower,Rabi,1.0,,0.0,1000,50
,,2009 - 2010,Jowar,Kharif,2123.0,2019.0,0.95,1000,50
,,2009 - 2010,Moong(Green Gram),Kharif,98.0,26.0,0.27,1000,50
,,2009 - 2010,Urad,Kharif,3702.0,1202.0,0.32,1000,50
,,2010 - 2011,Arhar/Tur,Kharif,972.0,251.0,0.26,1000,50
,,2010 - 2011,Bajra,Kharif,18.0,22.0,1.22,1000,50
,,2010 - 2011,Barley,Rabi,1261.0,4257.0,3.38,1000,50
,,2010 - 2011,Gram,Rabi,15630.0,15646.0,1.0,1000,50
,,2010 - 2011,Groundnut,Kharif,2995.0,4493.0,1.5,1000,50
,,2010 - 2011,Jowar,Kharif,2054.0,2718.0,1.32,1000,50
,,2010 - 2011,Linseed,Rabi,212.0,168.0,0.79,1000,50
,,2010 - 2011,Maize,Kharif,29692.0,56782.0,1.91,1000,50
,,2010 - 2011,Masoor,Rabi,494.0,174.0,0.35,1000,50
,,2010 - 2011,Moong(Green Gram),Kharif,69.0,25.0,0.36,1000,50
,,2010 - 2011,Peas & beans (Pulses),Rabi,123.0,47.0,0.38,1000,50
,,2010 - 2011,Rapeseed &Mustard,Rabi,19986.0,20870.0,1.04,1000,50
,,2010 - 2011,Rice,Kharif,47.0,35.0,0.74,1000,50
,,2010 - 2011,Soyabean,Kharif,119787.0,96154.0,0.8,1000,50
,,2010 - 2011,Urad,Kharif,4309.0,1959.0,0.45,1000,50
,,2010 - 2011,Wheat,Rabi,38524.0,92087.0,2.39,1000,50
,,2010 - 2011,Cotton(lint),Kharif,4.0,,,1000,50
,,2011 - 2012,Arhar/Tur,Kharif,418.0,155.0,0.37,1000,50
,,2011 - 2012,Bajra,Kharif,11.0,12.0,1.09,1000,50
,,2011 - 2012,Barley,Kharif,1003.0,3826.0,3.81,1000,50
,,2011 - 2012,Gram,Rabi,13659.0,14561.0,1.07,1000,50
,,2011 - 2012,Groundnut,Kharif,3530.0,4737.0,1.34,1000,50
,,2011 - 2012,Jowar,Kharif,1497.0,1451.0,0.97,1000,50
,,2011 - 2012,Linseed,Rabi,179.0,197.0,1.1,1000,50
,,2011 - 2012,Maize,Kharif,28106.0,41271.0,1.47,1000,50
,,2011 - 2012,Masoor,Rabi,439.0,149.0,0.34,1000,50
,,2011 - 2012,Moong(Green Gram),Kharif,89.0,17.0,0.19,1000,50
,,2011 - 2012,Other Kharif pulses,Kharif,19.0,,0.0,1000,50
,,2011 - 2012,Peas & beans (Pulses),Rabi,67.0,25.0,0.37,1000,50
,,2011 - 2012,Rapeseed &Mustard,Rabi,16839.0,19318.0,1.15,1000,50
,,2011 - 2012,Rice,Kharif,46.0,35.0,0.76,1000,50
,,2011 - 2012,Sannhamp,Kharif,7.0,11.0,1.57,1000,50
,,2011 - 2012,Soyabean,Kharif,123021.0,102135.0,0.83,1000,50
,,2011 - 2012,Urad,Kharif,3759.0,855.0,0.23,1000,50
,,2011 - 2012,Wheat,Rabi,43071.0,132142.0,3.07,1000,50
,,2011 - 2012,Cotton(lint),Kharif,106.0,,,1000,50
,,2011 - 2012,Small millets,Kharif,668.0,435.0,0.65,1000,50
,,2012 - 2013,Arhar/Tur,Kharif,600.0,266.0,0.44,1000,50
,,2012 - 2013,Bajra,Kharif,2.0,3.0,1.5,1000,50
,,2012 - 2013,Barley,Kharif,1098.0,3109.0,2.83,1000,50
,,2012 - 2013,Gram,Rabi,11802.0,18501.0,1.57,1000,50
,,2012 - 2013,Groundnut,Kharif,3799.0,5338.0,1.41,1000,50
,,2012 - 2013,Jowar,Kharif,708.0,872.0,1.23,1000,50
,,2012 - 2013,Linseed,Rabi,149.0,129.0,0.87,1000,50
,,2012 - 2013,Maize,Kharif,26438.0,103893.0,3.93,1000,50
,,2012 - 2013,Masoor,Rabi,443.0,317.0,0.72,1000,50
,,2012 - 2013,Moong(Green Gram),Kharif,100.0,33.0,0.33,1000,50
,,2012 - 2013,Other Kharif pulses,Kharif,15.0,,0.0,1000,50
,,2012 - 2013,Peas & beans (Pulses),Rabi,103.0,119.0,1.16,1000,50
,,2012 - 2013,Rapeseed &Mustard,Rabi,17940.0,28223.0,1.57,1000,50
,,2012 - 2013,Rice,Kharif,43.0,23.0,0.53,1000,50
,,2012 - 2013,Sannhamp,Kharif,2.0,5.0,2.5,1000,50
,,2012 - 2013,Soyabean,Kharif,126236.0,198484.0,1.57,1000,50
,,2012 - 2013,Urad,Kharif,3510.0,1842.0,0.52,1000,50
,,2012 - 2013,Wheat,Rabi,42218.0,162835.0,3.86,1000,50
,,2012 - 2013,Cotton(lint),Kharif,118.0,,,1000,50
,,2012 - 2013,Small millets,Kharif,1.0,,0.0,1000,50
,,2013 - 2014,Arhar/Tur,Kharif,460.0,188.0,0.41,1000,50
,,2013 - 2014,Bajra,Kharif,9.0,9.0,1.0,1000,50
,,2013 - 2014,Barley,Kharif,1288.0,4421.0,3.43,1000,50
,,2013 - 2014,Gram,Rabi,10252.0,6348.0,0.62,1000,50
,,2013 - 2014,Groundnut,Kharif,3865.0,4643.0,1.2,1000,50
,,2013 - 2014,Jowar,Kharif,494.0,455.0,0.92,1000,50
,,2013 - 2014,Linseed,Rabi,428.0,336.0,0.79,1000,50
,,2013 - 2014,Maize,Kharif,23726.0,59675.0,2.52,1000,50
,,2013 - 2014,Masoor,Rabi,708.0,617.0,0.87,1000,50
,,2013 - 2014,Moong(Green Gram),Kharif,108.0,40.0,0.37,1000,50
,,2013 - 2014,Other Kharif pulses,Kharif,30.0,,0.0,1000,50
,,2013 - 2014,Peas & beans (Pulses),Rabi,120.0,128.0,1.07,1000,50
,,2013 - 2014,Rapeseed &Mustard,Rabi,18241.0,18620.0,1.02,1000,50
,,2013 - 2014,Rice,Kharif,38.0,14.0,0.37,1000,50
,,2013 - 2014,Sannhamp,Kharif,2.0,6.0,3.0,1000,50
,,2013 - 2014,Soyabean,Kharif,129870.0,138610.0,1.07,1000,50
,,2013 - 2014,Urad,Kharif,2785.0,1418.0,0.51,1000,50
,,2013 - 2014,Wheat,Rabi,53379.0,226327.0,4.24,1000,50
,,2013 - 2014,Cotton(lint),Kharif,64.0,,,1000,50
,,2014 - 2015,Gram,Rabi,34000.0,35000.0,1.03,1000,50
,,2014 - 2015,Groundnut,Kharif,5000.0,5000.0,1.0,1000,50
,,2014 - 2015,Jowar,Kharif,1000.0,1000.0,1.0,1000,50
,,2014 - 2015,Maize,Kharif,36000.0,62000.0,1.72,1000,50
,,2014 - 2015,Masoor,Rabi,2000.0,1000.0,0.5,1000,50
,,2014 - 2015,Rapeseed &Mustard,Rabi,9000.0,10000.0,1.11,1000,50
,,2014 - 2015,Soyabean,Kharif,138000.0,112000.0,0.81,1000,50
,,2014 - 2015,Urad,Kharif,10000.0,6000.0,0.6,1000,50
,,2014 - 2015,Wheat,Rabi,56000.0,203000.0,3.63,1000,50
,,2014 - 2015,Cotton(lint),Kharif,5000.0,,,1000,50
,,2015 - 2016,Gram,Rabi,39000.0,39000.0,1.0,1000,50
,,2015 - 2016,Groundnut,Kharif,4000.0,5000.0,1.25,1000,50
,,2015 - 2016,Maize,Kharif,23000.0,40000.0,1.74,1000,50
,,2015 - 2016,Masoor,Rabi,1000.0,2000.0,2.0,1000,50
,,2015 - 2016,Rapeseed &Mustard,Rabi,18000.0,27000.0,1.5,1000,50
,,2015 - 2016,Soyabean,Kharif,144000.0,104000.0,0.72,1000,50
,,2015 - 2016,Urad,Kharif,6000.0,3000.0,0.5,1000,50
,,2015 - 2016,Wheat,Rabi,59000.0,238000.0,4.03,1000,50
,,2016 - 2017,Barley,Kharif,410.0,1000.0,2.44,1000,50
,,2016 - 2017,Gram,Rabi,35000.0,47000.0,1.34,1000,50
,,2016 - 2017,Groundnut,Kharif,5000.0,8000.0,1.6,1000,50
,,2016 - 2017,Maize,Kharif,24000.0,94000.0,3.92,1000,50
,,2016 - 2017,Rapeseed &Mustard,Rabi,21000.0,31000.0,1.48,1000,50
,,2016 - 2017,Soyabean,Kharif,141000.0,215000.0,1.52,1000,50
,,2016 - 2017,Urad,Kharif,9000.0,10000.0,1.11,1000,50
,,2016 - 2017,Wheat,Rabi,50000.0,164000.0,3.28,1000,50
,,2016 - 2017,Other Cereals,Rabi,490.0,290.0,0.59,1000,50
,,2016 - 2017,Safflower,Rabi,90.0,60.0,0.67,1000,50
,,2017 - 2018,Arhar/Tur,Kharif,700.0,530.0,0.76,1000,50
,,2017 - 2018,Gram,Rabi,38100.0,47740.0,1.25,1000,50
,,2017 - 2018,Groundnut,Kharif,6880.0,17790.0,2.59,1000,50
,,2017 - 2018,Jowar,Kharif,1500.0,3320.0,2.21,1000,50
,,2017 - 2018,Linseed,Rabi,2400.0,1630.0,0.68,1000,50
,,2017 - 2018,Maize,Kharif,27800.0,99410.0,3.58,1000,50
,,2017 - 2018,Masoor,Rabi,1500.0,980.0,0.65,1000,50
,,2017 - 2018,Moong(Green Gram),Kharif,1000.0,400.0,0.4,1000,50
,,2017 - 2018,Peas & beans (Pulses),Rabi,60.0,50.0,0.83,1000,50
,,2017 - 2018,Rapeseed &Mustard,Rabi,20400.0,27030.0,1.33,1000,50
,,2017 - 2018,Soyabean,Kharif,134000.0,179020.0,1.34,1000,50
,,2017 - 2018,Urad,Kharif,16350.0,12360.0,0.76,1000,50
,,2017 - 2018,Wheat,Rabi,39400.0,154210.0,3.91,1000,50
,,2017 - 2018,Cotton(lint),Kharif,140.0,,,1000,50
,,2018 - 2019,Arhar/Tur,Kharif,9.0,4.0,0.44,1000,50
,,2018 - 2019,Bajra,Kharif,45.0,76.0,1.69,1000,50
,,2018 - 2019,Barley,Kharif,760.0,1678.0,2.21,1000,50
,,2018 - 2019,Gram,Rabi,20972.0,21811.0,1.04,1000,50
,,2018 - 2019,Groundnut,Kharif,11141.0,12868.0,1.16,1000,50
,,2018 - 2019,Jowar,Kharif,263.0,205.0,0.78,1000,50
,,2018 - 2019,Linseed,Rabi,2215.0,1555.0,0.7,1000,50
,,2018 - 2019,Maize,Kharif,15632.0,40316.0,2.58,1000,50
,,2018 - 2019,Masoor,Rabi,727.0,377.0,0.52,1000,50
,,2018 - 2019,Moong(Green Gram),Kharif,99.0,35.0,0.35,1000,50
,,2018 - 2019,Peas & beans (Pulses),Rabi,135.0,87.0,0.64,1000,50
,,2018 - 2019,Rapeseed &Mustard,Rabi,14645.0,9065.0,0.62,1000,50
,,2018 - 2019,Rice,Kharif,263.0,78.0,0.3,1000,50
,,2018 - 2019,Soyabean,Kharif,125702.0,105087.0,0.84,1000,50
,,2018 - 2019,Urad,Kharif,10654.0,4240.0,0.4,1000,50
,,2018 - 2019,Wheat,Rabi,76801.0,321795.0,4.19,1000,50
,,2018 - 2019,Castor seed,Kharif,1.0,,0.0,1000,50
,,2018 - 2019,Niger seed,Kharif,1.0,,0.0,1000,50
,,2018 - 2019,Cotton(lint),Kharif,189.0,,,1000,50
,,2019 - 2020,Arhar/Tur,Kharif,5.0,2.0,0.4,1000,50
,,2019 - 2020,Bajra,Kharif,57.0,36.0,0.63,1000,50
,,2019 - 2020,Barley,Rabi,1471.0,4772.0,3.24,1000,50
,,2019 - 2020,Gram,Rabi,16582.0,30610.0,1.85,1000,50
,,2019 - 2020,Groundnut,Kharif,10155.0,9911.0,0.98,1000,50
,,2019 - 2020,Jowar,Kharif,67.0,49.0,0.73,1000,50
,,2019 - 2020,Linseed,Rabi,2748.0,3462.0,1.26,1000,50
,,2019 - 2020,Maize,Kharif,17120.0,27615.0,1.61,1000,50
,,2019 - 2020,Masoor,Rabi,936.0,679.0,0.73,1000,50
,,2019 - 2020,Moong(Green Gram),Kharif,20.0,2.0,0.1,1000,50
,,2019 - 2020,Peas & beans (Pulses),Rabi,128.0,117.0,0.91,1000,50
,,2019 - 2020,Rapeseed &Mustard,Rabi,4594.0,8834.0,1.92,1000,50
,,2019 - 2020,Rice,Kharif,160.0,54.66,0.34,1000,50
,,2019 - 2020,Soyabean,Kharif,133978.0,37514.0,0.28,1000,50
,,2019 - 2020,Urad,Kharif,4198.0,668.0,0.16,1000,50
,,2019 - 2020,Wheat,Rabi,103768.0,492068.0,4.74,1000,50
,,2019 - 2020,Sesamum,Kharif,31.0,6.0,0.19,1000,50
,,2019 - 2020,Cotton(lint),Kharif,89.0,,,1000,50
,,2019 - 2020,Mesta,Kharif,2.0,,,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,16.0,6.0,0.38,1000,50
,,2020 - 2021,Bajra,Kharif,120.0,48.0,0.4,1000,50
,,2020 - 2021,Barley,Rabi,682.0,1680.0,2.46,1000,50
,,2020 - 2021,Gram,Rabi,58262.0,71663.0,1.23,1000,50
,,2020 - 2021,Groundnut,Kharif,10102.0,22689.0,2.25,1000,50
,,2020 - 2021,Jowar,Kharif,84.0,62.0,0.74,1000,50
,,2020 - 2021,Linseed,Rabi,2999.0,2400.0,0.8,1000,50
,,2020 - 2021,Maize,Kharif,22048.0,53356.0,2.42,1000,50
,,2020 - 2021,Masoor,Rabi,2747.0,3077.0,1.12,1000,50
,,2020 - 2021,Moong(Green Gram),Kharif,44.0,15.0,0.34,1000,50
,,2020 - 2021,Peas & beans (Pulses),Rabi,204.0,184.0,0.9,1000,50
,,2020 - 2021,Rapeseed &Mustard,Rabi,12063.0,15875.0,1.32,1000,50
,,2020 - 2021,Rice,Kharif,607.0,206.0,0.34,1000,50
,,2020 - 2021,Soyabean,Kharif,128052.0,35855.0,0.28,1000,50
,,2020 - 2021,Urad,Kharif,6779.0,1837.0,0.27,1000,50
,,2020 - 2021,Wheat,Rabi,41206.0,109484.0,2.66,1000,50
,,2020 - 2021,Sesamum,Kharif,52.0,44.0,0.85,1000,50
,,2020 - 2021,Cotton(lint),Kharif,70.0,,,1000,50
,,2021 - 2022,Bajra,Kharif,29.0,21.0,0.72,1000,50
,,2021 - 2022,Barley,Rabi,410.0,1333.0,3.25,1000,50
,,2021 - 2022,Gram,Rabi,15070.0,22575.0,1.5,1000,50
,,2021 - 2022,Groundnut,Kharif,13197.0,21643.0,1.64,1000,50
,,2021 - 2022,Jowar,Kharif,46.0,43.0,0.93,1000,50
,,2021 - 2022,Linseed,Rabi,6128.0,5270.0,0.86,1000,50
,,2021 - 2022,Maize,Kharif,15558.0,51030.0,3.28,1000,50
,,2021 - 2022,Masoor,Rabi,923.0,1246.0,1.35,1000,50
,,2021 - 2022,Moong(Green Gram),Kharif,20.0,10.0,0.5,1000,50
,,2021 - 2022,Peas & beans (Pulses),Rabi,80.0,68.0,0.85,1000,50
,,2021 - 2022,Rapeseed &Mustard,Rabi,13459.0,14738.0,1.1,1000,50
,,2021 - 2022,Rice,Kharif,165.0,211.33,1.28,1000,50
,,2021 - 2022,Soyabean,Kharif,133783.0,116258.0,0.87,1000,50
,,2021 - 2022,Urad,Kharif,2090.0,1246.0,0.6,1000,50
,,2021 - 2022,Wheat,Rabi,88702.0,368557.0,4.16,1000,50
,,2021 - 2022,Cotton(lint),Kharif,14.0,,,1000,50
,,2022 - 2023,Bajra,Kharif,49.0,41.0,0.84,1000,50
,,2022 - 2023,Barley,Rabi,1775.0,3724.0,2.1,1000,50
,,2022 - 2023,Gram,Rabi,20720.0,29982.0,1.45,1000,50
,,2022 - 2023,Groundnut,Kharif,5893.0,11273.0,1.91,1000,50
,,2022 - 2023,Jowar,Kharif,43.0,40.0,0.93,1000,50
,,2022 - 2023,Linseed,Rabi,9281.0,7193.0,0.78,1000,50
,,2022 - 2023,Maize,Kharif,13694.0,42179.0,3.08,1000,50
,,2022 - 2023,Masoor,Rabi,2050.0,2768.0,1.35,1000,50
,,2022 - 2023,Moong(Green Gram),Kharif,22.0,7.0,0.32,1000,50
,,2022 - 2023,Peas & beans (Pulses),Rabi,131.0,111.0,0.85,1000,50
,,2022 - 2023,Rapeseed &Mustard,Rabi,13979.0,15181.0,1.09,1000,50
,,2022 - 2023,Rice,Kharif,164.0,213.0,1.3,1000,50
,,2022 - 2023,Soyabean,Kharif,150149.0,188287.0,1.25,1000,50
,,2022 - 2023,Urad,Kharif,825.0,492.0,0.6,1000,50
,,2022 - 2023,Wheat,Rabi,88493.0,367688.0,4.15,1000,50
,33. Niwari,2019 - 2020,Barley,Rabi,621.0,1439.0,2.32,1000,50
,33. Niwari,2019 - 2020,Gram,Rabi,1382.0,1788.0,1.29,1000,50
,33. Niwari,2019 - 2020,Linseed,Rabi,3.0,3.0,1.0,1000,50
,33. Niwari,2019 - 2020,Masoor,Rabi,25.0,17.0,0.68,1000,50
,33. Niwari,2019 - 2020,Peas & beans (Pulses),Rabi,444.0,550.0,1.24,1000,50
,33. Niwari,2019 - 2020,Rapeseed &Mustard,Rabi,1367.0,1401.0,1.02,1000,50
,33. Niwari,2019 - 2020,Wheat,Rabi,77809.0,245332.0,3.15,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,1.0,1.0,1.0,1000,50
,,2020 - 2021,Barley,Rabi,1305.0,2756.0,2.11,1000,50
,,2020 - 2021,Gram,Rabi,2326.0,3350.0,1.44,1000,50
,,2020 - 2021,Groundnut,Kharif,36224.0,58683.0,1.62,1000,50
,,2020 - 2021,Jowar,Kharif,42.0,51.0,1.21,1000,50
,,2020 - 2021,Maize,Kharif,204.0,366.0,1.79,1000,50
,,2020 - 2021,Masoor,Rabi,144.0,136.0,0.94,1000,50
,,2020 - 2021,Moong(Green Gram),Kharif,1153.0,349.0,0.3,1000,50
,,2020 - 2021,Peas & beans (Pulses),Rabi,1043.0,1076.0,1.03,1000,50
,,2020 - 2021,Rapeseed &Mustard,Rabi,2889.0,2877.0,1.0,1000,50
,,2020 - 2021,Rice,Kharif,102.0,81.33,0.8,1000,50
,,2020 - 2021,Soyabean,Kharif,714.0,400.0,0.56,1000,50
,,2020 - 2021,Urad,Kharif,37511.0,4876.0,0.13,1000,50
,,2020 - 2021,Wheat,Rabi,63320.0,163999.0,2.59,1000,50
,,2020 - 2021,Sesamum,Kharif,3465.0,1247.0,0.36,1000,50
,,2021 - 2022,Bajra,Kharif,8.0,6.0,0.75,1000,50
,,2021 - 2022,Barley,Rabi,547.0,1285.0,2.35,1000,50
