State,District,Year,Crop,Season,Area,Production,Yield,Annual_Rainfall,Fertilizer
,,2006 - 2007,Rapeseed &Mustard,Rabi,143.0,170.0,1.19,1000,50
,,2006 - 2007,Rice,Kharif,13605.0,14579.0,1.07,1000,50
,,2006 - 2007,Soyabean,Kharif,52647.0,83315.0,1.58,1000,50
,,2006 - 2007,Urad,Kharif,13487.0,7734.0,0.57,1000,50
,,2006 - 2007,Urad,Rabi,354.0,118.0,0.33,1000,50
,,2006 - 2007,Wheat,Rabi,53073.0,151925.0,2.86,1000,50
,,2006 - 2007,Jute,Kharif,2.0,,,1000,50
,,2006 - 2007,Niger seed,Kharif,186.0,78.0,0.42,1000,50
,,2006 - 2007,Small millets,Kharif,2248.0,692.0,0.31,1000,50
,,2006 - 2007,Ginger,Kharif,172.0,306.0,1.78,1000,50
,,2006 - 2007,Khesari,Rabi,815.0,1071.0,1.31,1000,50
,,2006 - 2007,Sunflower,Kharif,232.0,162.0,0.7,1000,50
,,2007 - 2008,Arhar/Tur,Kharif,24874.0,29147.0,1.17,1000,50
,,2007 - 2008,Bajra,Kharif,67.0,95.0,1.42,1000,50
,,2007 - 2008,Gram,Rabi,135293.0,138675.0,1.02,1000,50
,,2007 - 2008,Groundnut,Kharif,91.0,195.0,2.14,1000,50
,,2007 - 2008,Jowar,Kharif,3439.0,5610.0,1.63,1000,50
,,2007 - 2008,Linseed,Rabi,18.0,13.0,0.72,1000,50
,,2007 - 2008,Maize,Kharif,575.0,919.0,1.6,1000,50
,,2007 - 2008,Masoor,Rabi,31532.0,13757.0,0.44,1000,50
,,2007 - 2008,Peas & beans (Pulses),Rabi,11274.0,6365.0,0.56,1000,50
,,2007 - 2008,Rapeseed &Mustard,Rabi,147.0,170.0,1.16,1000,50
,,2007 - 2008,Rice,Kharif,12944.0,12744.0,0.98,1000,50
,,2007 - 2008,Sannhamp,Kharif,11.0,6.0,0.55,1000,50
,,2007 - 2008,Soyabean,Kharif,63023.0,81460.0,1.29,1000,50
,,2007 - 2008,Urad,Kharif,14066.0,7473.0,0.53,1000,50
,,2007 - 2008,Urad,Rabi,269.0,78.0,0.29,1000,50
,,2007 - 2008,Wheat,Rabi,54969.0,157560.0,2.87,1000,50
,,2007 - 2008,Niger seed,Kharif,384.0,162.0,0.42,1000,50
,,2007 - 2008,Khesari,Rabi,681.0,601.0,0.88,1000,50
,,2007 - 2008,Ragi,Kharif,25.0,7.0,0.28,1000,50
,,2008 - 2009,Arhar/Tur,Kharif,26779.0,37574.0,1.4,1000,50
,,2008 - 2009,Bajra,Kharif,2.0,3.0,1.5,1000,50
,,2008 - 2009,Gram,Rabi,132598.0,162565.0,1.23,1000,50
,,2008 - 2009,Groundnut,Kharif,82.0,181.0,2.21,1000,50
,,2008 - 2009,Jowar,Kharif,3088.0,6521.0,2.11,1000,50
,,2008 - 2009,Linseed,Rabi,6.0,6.0,1.0,1000,50
,,2008 - 2009,Maize,Kharif,600.0,967.0,1.61,1000,50
,,2008 - 2009,Masoor,Rabi,32955.0,16068.0,0.49,1000,50
,,2008 - 2009,Peas & beans (Pulses),Rabi,11073.0,6157.0,0.56,1000,50
,,2008 - 2009,Rapeseed &Mustard,Rabi,55.0,69.0,1.25,1000,50
,,2008 - 2009,Rice,Kharif,13149.0,12221.0,0.93,1000,50
,,2008 - 2009,Sannhamp,Kharif,22.0,11.0,0.5,1000,50
,,2008 - 2009,Soyabean,Kharif,75029.0,116391.0,1.55,1000,50
,,2008 - 2009,Urad,Kharif,13779.0,8135.0,0.59,1000,50
,,2008 - 2009,Urad,Rabi,220.0,73.0,0.33,1000,50
,,2008 - 2009,Wheat,Rabi,62311.0,189672.0,3.04,1000,50
,,2008 - 2009,Niger seed,Kharif,160.0,68.0,0.43,1000,50
,,2008 - 2009,Khesari,Rabi,329.0,351.0,1.07,1000,50
,,2008 - 2009,Sunflower,Kharif,98.0,69.0,0.7,1000,50
,,2009 - 2010,Jowar,Kharif,2586.0,6003.0,2.32,1000,50
,,2009 - 2010,Moong(Green Gram),Kharif,1771.0,1090.0,0.62,1000,50
,,2009 - 2010,Moong(Green Gram),Rabi,349.0,117.0,0.34,1000,50
,,2009 - 2010,Urad,Kharif,12944.0,7642.0,0.59,1000,50
,,2009 - 2010,Small millets,Kharif,1784.0,580.0,0.33,1000,50
,,2009 - 2010,Small millets,Rabi,1.0,,0.0,1000,50
,,2009 - 2010,Cowpea(Lobia),Kharif,7.0,4.0,0.57,1000,50
,,2009 - 2010,Cowpea(Lobia),Rabi,30.0,15.0,0.5,1000,50
,,2010 - 2011,Arhar/Tur,Kharif,61608.0,49776.0,0.81,1000,50
,,2010 - 2011,Gram,Rabi,108057.0,117026.0,1.08,1000,50
,,2010 - 2011,Groundnut,Kharif,71.0,189.0,2.66,1000,50
,,2010 - 2011,Jowar,Kharif,1734.0,4476.0,2.58,1000,50
,,2010 - 2011,Maize,Kharif,599.0,945.0,1.58,1000,50
,,2010 - 2011,Masoor,Rabi,39135.0,12900.0,0.33,1000,50
,,2010 - 2011,Moong(Green Gram),Kharif,1500.0,924.0,0.62,1000,50
,,2010 - 2011,Moong(Green Gram),Rabi,459.0,135.0,0.29,1000,50
,,2010 - 2011,Peas & beans (Pulses),Rabi,11451.0,5050.0,0.44,1000,50
,,2010 - 2011,Rapeseed &Mustard,Rabi,87.0,95.0,1.09,1000,50
,,2010 - 2011,Rice,Kharif,12545.0,19469.0,1.55,1000,50
,,2010 - 2011,Soyabean,Kharif,70949.0,155777.0,2.2,1000,50
,,2010 - 2011,Urad,Kharif,10211.0,6028.0,0.59,1000,50
,,2010 - 2011,Urad,Rabi,162.0,47.0,0.29,1000,50
,,2010 - 2011,Wheat,Rabi,68842.0,226878.0,3.3,1000,50
,,2010 - 2011,Niger seed,Kharif,93.0,39.0,0.42,1000,50
,,2010 - 2011,Small millets,Kharif,1183.0,516.0,0.44,1000,50
,,2010 - 2011,Khesari,Rabi,448.0,462.0,1.03,1000,50
,,2010 - 2011,Sunflower,Kharif,31.0,20.0,0.65,1000,50
,,2010 - 2011,Cowpea(Lobia),Kharif,3.0,1.0,0.33,1000,50
,,2010 - 2011,Cowpea(Lobia),Rabi,10.0,4.0,0.4,1000,50
,,2011 - 2012,Arhar/Tur,Kharif,51675.0,58467.0,1.13,1000,50
,,2011 - 2012,Bajra,Kharif,19.0,37.0,1.95,1000,50
,,2011 - 2012,Gram,Rabi,104927.0,126486.0,1.21,1000,50
,,2011 - 2012,Groundnut,Kharif,94.0,248.0,2.64,1000,50
,,2011 - 2012,Jowar,Kharif,2134.0,5044.0,2.36,1000,50
,,2011 - 2012,Linseed,Rabi,1.0,2.0,2.0,1000,50
,,2011 - 2012,Maize,Kharif,540.0,759.0,1.41,1000,50
,,2011 - 2012,Masoor,Rabi,34580.0,14486.0,0.42,1000,50
,,2011 - 2012,Moong(Green Gram),Kharif,2135.0,879.0,0.41,1000,50
,,2011 - 2012,Moong(Green Gram),Rabi,341.0,98.0,0.29,1000,50
,,2011 - 2012,Other Rabi pulses,Rabi,12.0,5.0,0.42,1000,50
,,2011 - 2012,Peas & beans (Pulses),Rabi,9854.0,4345.0,0.44,1000,50
,,2011 - 2012,Rapeseed &Mustard,Rabi,26.0,43.0,1.65,1000,50
,,2011 - 2012,Rice,Kharif,12088.0,22637.0,1.87,1000,50
,,2011 - 2012,Sannhamp,Kharif,3.0,6.0,2.0,1000,50
,,2011 - 2012,Soyabean,Kharif,75662.0,123333.0,1.63,1000,50
,,2011 - 2012,Urad,Kharif,11004.0,4613.0,0.42,1000,50
,,2011 - 2012,Urad,Rabi,218.0,46.0,0.21,1000,50
,,2011 - 2012,Wheat,Rabi,77318.0,176403.0,2.28,1000,50
,,2011 - 2012,Niger seed,Kharif,97.0,36.0,0.37,1000,50
,,2011 - 2012,Horse-gram,Rabi,5.0,1.0,0.2,1000,50
,,2011 - 2012,Small millets,Kharif,1025.0,394.0,0.38,1000,50
,,2011 - 2012,Khesari,Rabi,381.0,505.0,1.33,1000,50
,,2012 - 2013,Arhar/Tur,Kharif,44306.0,44379.0,1.0,1000,50
,,2012 - 2013,Gram,Rabi,111540.0,135211.0,1.21,1000,50
,,2012 - 2013,Groundnut,Kharif,110.0,407.0,3.7,1000,50
,,2012 - 2013,Jowar,Kharif,1210.0,3847.0,3.18,1000,50
,,2012 - 2013,Maize,Kharif,888.0,2504.0,2.82,1000,50
,,2012 - 2013,Masoor,Rabi,33290.0,28276.0,0.85,1000,50
,,2012 - 2013,Moong(Green Gram),Kharif,2246.0,1383.0,0.62,1000,50
,,2012 - 2013,Moong(Green Gram),Rabi,944.0,264.0,0.28,1000,50
,,2012 - 2013,Other Rabi pulses,Rabi,38.0,16.0,0.42,1000,50
,,2012 - 2013,Peas & beans (Pulses),Rabi,9368.0,8126.0,0.87,1000,50
,,2012 - 2013,Rapeseed &Mustard,Rabi,39.0,58.0,1.49,1000,50
,,2012 - 2013,Rice,Kharif,12914.0,17213.0,1.33,1000,50
,,2012 - 2013,Sannhamp,Kharif,15.0,45.0,3.0,1000,50
,,2012 - 2013,Soyabean,Kharif,94142.0,168375.0,1.79,1000,50
,,2012 - 2013,Urad,Kharif,10776.0,5572.0,0.52,1000,50
,,2012 - 2013,Urad,Rabi,147.0,80.0,0.54,1000,50
,,2012 - 2013,Wheat,Rabi,81995.0,240816.0,2.94,1000,50
,,2012 - 2013,Niger seed,Kharif,12.0,5.0,0.42,1000,50
,,2012 - 2013,Small millets,Kharif,1035.0,316.0,0.31,1000,50
,,2012 - 2013,Khesari,Rabi,434.0,695.0,1.6,1000,50
,,2013 - 2014,Arhar/Tur,Kharif,33600.0,38813.0,1.16,1000,50
,,2013 - 2014,Bajra,Kharif,9.0,8.0,0.89,1000,50
,,2013 - 2014,Barley,Kharif,4.0,7.0,1.75,1000,50
,,2013 - 2014,Gram,Rabi,104286.0,81214.0,0.78,1000,50
,,2013 - 2014,Groundnut,Kharif,104.0,187.0,1.8,1000,50
,,2013 - 2014,Jowar,Kharif,1121.0,1426.0,1.27,1000,50
,,2013 - 2014,Linseed,Rabi,5.0,3.0,0.6,1000,50
,,2013 - 2014,Maize,Kharif,1017.0,1486.0,1.46,1000,50
,,2013 - 2014,Masoor,Rabi,32349.0,17539.0,0.54,1000,50
,,2013 - 2014,Moong(Green Gram),Kharif,2817.0,744.0,0.26,1000,50
,,2013 - 2014,Moong(Green Gram),Rabi,11116.0,1605.0,0.14,1000,50
,,2013 - 2014,Other Rabi pulses,Rabi,42.0,17.0,0.4,1000,50
,,2013 - 2014,Other Kharif pulses,Kharif,17.0,12.0,0.71,1000,50
,,2013 - 2014,Peas & beans (Pulses),Rabi,8727.0,7507.0,0.86,1000,50
,,2013 - 2014,Rapeseed &Mustard,Rabi,27.0,19.0,0.7,1000,50
,,2013 - 2014,Rice,Kharif,18364.0,24989.0,1.36,1000,50
,,2013 - 2014,Sannhamp,Kharif,3.0,11.0,3.67,1000,50
,,2013 - 2014,Soyabean,Kharif,101854.0,40109.0,0.39,1000,50
,,2013 - 2014,Urad,Kharif,10566.0,2068.0,0.2,1000,50
,,2013 - 2014,Urad,Rabi,810.0,584.0,0.72,1000,50
,,2013 - 2014,Wheat,Rabi,93171.0,198021.0,2.13,1000,50
,,2013 - 2014,Niger seed,Kharif,36.0,11.0,0.31,1000,50
,,2013 - 2014,Small millets,Kharif,445.0,149.0,0.33,1000,50
,,2013 - 2014,Khesari,Rabi,415.0,465.0,1.12,1000,50
,,2014 - 2015,Arhar/Tur,Kharif,40000.0,40000.0,1.0,1000,50
,,2014 - 2015,Bajra,Kharif,3000.0,4000.0,1.33,1000,50
,,2014 - 2015,Gram,Rabi,44000.0,31000.0,0.7,1000,50
,,2014 - 2015,Jowar,Kharif,4000.0,8000.0,2.0,1000,50
,,2014 - 2015,Maize,Kharif,9000.0,17000.0,1.89,1000,50
,,2014 - 2015,Masoor,Rabi,27000.0,19000.0,0.7,1000,50
,,2014 - 2015,Moong(Green Gram),Kharif,2000.0,1000.0,0.5,1000,50
,,2014 - 2015,Peas & beans (Pulses),Rabi,8000.0,9000.0,1.13,1000,50
,,2014 - 2015,Rapeseed &Mustard,Rabi,1000.0,1000.0,1.0,1000,50
,,2014 - 2015,Rice,Kharif,18000.0,25330.0,1.41,1000,50
,,2014 - 2015,Soyabean,Kharif,85000.0,111000.0,1.31,1000,50
,,2014 - 2015,Urad,Kharif,13000.0,6000.0,0.46,1000,50
,,2014 - 2015,Wheat,Rabi,94000.0,305000.0,3.24,1000,50
,,2015 - 2016,Arhar/Tur,Kharif,44000.0,77000.0,1.75,1000,50
,,2015 - 2016,Gram,Rabi,90000.0,113000.0,1.26,1000,50
,,2015 - 2016,Jowar,Kharif,1000.0,1000.0,1.0,1000,50
,,2015 - 2016,Maize,Kharif,3000.0,10000.0,3.33,1000,50
,,2015 - 2016,Masoor,Rabi,42000.0,42000.0,1.0,1000,50
,,2015 - 2016,Moong(Green Gram),Kharif,5000.0,2000.0,0.4,1000,50
,,2015 - 2016,Peas & beans (Pulses),Rabi,31000.0,33000.0,1.06,1000,50
,,2015 - 2016,Rapeseed &Mustard,Rabi,1000.0,1000.0,1.0,1000,50
,,2015 - 2016,Rice,Kharif,34000.0,93330.0,2.75,1000,50
,,2015 - 2016,Soyabean,Kharif,68000.0,49000.0,0.72,1000,50
,,2015 - 2016,Urad,Kharif,15000.0,7000.0,0.47,1000,50
,,2015 - 2016,Wheat,Rabi,95000.0,388000.0,4.08,1000,50
,,2015 - 2016,Other Cereals,Kharif,1000.0,1000.0,1.0,1000,50
,,2016 - 2017,Arhar/Tur,Kharif,69000.0,108000.0,1.57,1000,50
,,2016 - 2017,Gram,Rabi,98000.0,171000.0,1.74,1000,50
,,2016 - 2017,Jowar,Kharif,1000.0,2000.0,2.0,1000,50
,,2016 - 2017,Maize,Kharif,4000.0,7000.0,1.75,1000,50
,,2016 - 2017,Masoor,Rabi,51000.0,66000.0,1.29,1000,50
,,2016 - 2017,Moong(Green Gram),Kharif,15000.0,11000.0,0.73,1000,50
,,2016 - 2017,Peas & beans (Pulses),Rabi,42000.0,48000.0,1.14,1000,50
,,2016 - 2017,Rice,Kharif,55000.0,154660.0,2.81,1000,50
,,2016 - 2017,Soyabean,Kharif,52000.0,72000.0,1.38,1000,50
,,2016 - 2017,Urad,Kharif,20000.0,20000.0,1.0,1000,50
,,2016 - 2017,Wheat,Rabi,100000.0,404000.0,4.04,1000,50
,,2016 - 2017,Mesta,Kharif,260.0,,,1000,50
,,2016 - 2017,Sunflower,Rabi,350.0,350.0,1.0,1000,50
,,2016 - 2017,Other Cereals,Kharif,2000.0,1000.0,0.5,1000,50
,,2017 - 2018,Arhar/Tur,Kharif,62500.0,103000.0,1.65,1000,50
,,2017 - 2018,Bajra,Kharif,1000.0,2540.0,2.54,1000,50
,,2017 - 2018,Gram,Rabi,101500.0,152860.0,1.51,1000,50
,,2017 - 2018,Groundnut,Kharif,20.0,40.0,2.0,1000,50
,,2017 - 2018,Jowar,Kharif,800.0,1460.0,1.83,1000,50
,,2017 - 2018,Linseed,Rabi,10.0,10.0,1.0,1000,50
,,2017 - 2018,Maize,Kharif,5000.0,8840.0,1.77,1000,50
,,2017 - 2018,Masoor,Rabi,42500.0,60950.0,1.43,1000,50
,,2017 - 2018,Moong(Green Gram),Kharif,8500.0,6200.0,0.73,1000,50
,,2017 - 2018,Peas & beans (Pulses),Rabi,14680.0,16000.0,1.09,1000,50
,,2017 - 2018,Rapeseed &Mustard,Rabi,2500.0,2980.0,1.19,1000,50
,,2017 - 2018,Rice,Kharif,38600.0,180130.0,4.67,1000,50
,,2017 - 2018,Soyabean,Kharif,43500.0,13620.0,0.31,1000,50
,,2017 - 2018,Urad,Kharif,28200.0,21150.0,0.75,1000,50
,,2017 - 2018,Wheat,Rabi,92000.0,320710.0,3.49,1000,50
,,2017 - 2018,Small millets,Kharif,40.0,40.0,1.0,1000,50
,,2018 - 2019,Arhar/Tur,Kharif,37331.0,51591.0,1.38,1000,50
,,2018 - 2019,Bajra,Kharif,7.0,10.0,1.43,1000,50
,,2018 - 2019,Gram,Rabi,82424.0,131219.0,1.59,1000,50
,,2018 - 2019,Groundnut,Kharif,40.0,108.0,2.7,1000,50
,,2018 - 2019,Jowar,Kharif,93.0,209.0,2.25,1000,50
,,2018 - 2019,Linseed,Rabi,13.0,12.0,0.92,1000,50
,,2018 - 2019,Maize,Kharif,11426.0,29364.0,2.57,1000,50
,,2018 - 2019,Masoor,Rabi,19752.0,13392.0,0.68,1000,50
,,2018 - 2019,Moong(Green Gram),Kharif,3980.0,1575.0,0.4,1000,50
,,2018 - 2019,Other Rabi pulses,Rabi,23.0,22.0,0.96,1000,50
,,2018 - 2019,Peas & beans (Pulses),Rabi,894.0,905.0,1.01,1000,50
,,2018 - 2019,Rapeseed &Mustard,Rabi,29.0,23.0,0.79,1000,50
,,2018 - 2019,Rice,Kharif,55924.0,102012.0,1.82,1000,50
,,2018 - 2019,Soyabean,Kharif,16521.0,12506.0,0.76,1000,50
,,2018 - 2019,Urad,Kharif,89673.0,34434.0,0.38,1000,50
,,2018 - 2019,Wheat,Rabi,120227.0,439773.0,3.66,1000,50
,,2018 - 2019,Jute,Kharif,9.0,,,1000,50
,,2018 - 2019,Niger seed,Kharif,2.0,1.0,0.5,1000,50
,,2018 - 2019,Cotton(lint),Kharif,13.0,,,1000,50
,,2018 - 2019,Small millets,Kharif,145.0,41.0,0.28,1000,50
,,2019 - 2020,Arhar/Tur,Kharif,31185.0,36798.0,1.18,1000,50
,,2019 - 2020,Bajra,Kharif,4.0,6.0,1.5,1000,50
,,2019 - 2020,Gram,Rabi,75165.0,126578.0,1.68,1000,50
,,2019 - 2020,Groundnut,Kharif,36.0,86.0,2.39,1000,50
,,2019 - 2020,Jowar,Kharif,136.0,235.0,1.73,1000,50
,,2019 - 2020,Linseed,Rabi,13.0,17.0,1.31,1000,50
,,2019 - 2020,Maize,Kharif,28794.0,60467.0,2.1,1000,50
,,2019 - 2020,Masoor,Rabi,18956.0,14596.0,0.77,1000,50
,,2019 - 2020,Moong(Green Gram),Kharif,1594.0,280.0,0.18,1000,50
,,2019 - 2020,Other Rabi pulses,Rabi,25.0,24.0,0.96,1000,50
,,2019 - 2020,Peas & beans (Pulses),Rabi,613.0,644.0,1.05,1000,50
,,2019 - 2020,Rapeseed &Mustard,Rabi,40.0,67.0,1.68,1000,50
,,2019 - 2020,Rice,Kharif,61702.0,130195.33,2.11,1000,50
,,2019 - 2020,Soyabean,Kharif,27799.0,19598.0,0.7,1000,50
,,2019 - 2020,Urad,Kharif,55164.0,7710.0,0.14,1000,50
,,2019 - 2020,Wheat,Rabi,145047.0,705509.0,4.86,1000,50
,,2019 - 2020,Sesamum,Kharif,288.0,201.0,0.7,1000,50
,,2019 - 2020,Cotton(lint),Kharif,16.0,,,1000,50
,,2019 - 2020,Small millets,Kharif,139.0,57.0,0.41,1000,50
,,2019 - 2020,Mesta,Kharif,6.0,,,1000,50
,,2020 - 2021,Arhar/Tur,Kharif,29600.0,49432.0,1.67,1000,50
,,2020 - 2021,Bajra,Kharif,7.0,11.0,1.57,1000,50
,,2020 - 2021,Gram,Rabi,82435.0,142777.0,1.73,1000,50
,,2020 - 2021,Groundnut,Kharif,30.0,73.0,2.43,1000,50
,,2020 - 2021,Jowar,Kharif,936.0,1255.0,1.34,1000,50
,,2020 - 2021,Linseed,Rabi,7.0,6.0,0.86,1000,50
,,2020 - 2021,Maize,Kharif,32386.0,77888.0,2.4,1000,50
,,2020 - 2021,Masoor,Rabi,19497.0,17742.0,0.91,1000,50
,,2020 - 2021,Moong(Green Gram),Kharif,1640.0,1508.0,0.92,1000,50
,,2020 - 2021,Peas & beans (Pulses),Rabi,834.0,876.0,1.05,1000,50
,,2020 - 2021,Rapeseed &Mustard,Rabi,45.0,77.0,1.71,1000,50
,,2020 - 2021,Rice,Kharif,71490.0,150848.67,2.11,1000,50
,,2020 - 2021,Soyabean,Kharif,47387.0,29380.0,0.62,1000,50
,,2020 - 2021,Urad,Kharif,44920.0,8400.0,0.19,1000,50
,,2020 - 2021,Wheat,Rabi,153258.0,644910.0,4.21,1000,50
,,2020 - 2021,Niger seed,Kharif,7.0,3.0,0.43,1000,50
,,2020 - 2021,Sesamum,Kharif,692.0,581.0,0.84,1000,50
,,2020 - 2021,Cotton(lint),Kharif,11.0,,,1000,50
,,2021 - 2022,Arhar/Tur,Kharif,30345.0,31863.0,1.05,1000,50
,,2021 - 2022,Gram,Rabi,81812.0,131717.0,1.61,1000,50
,,2021 - 2022,Jowar,Kharif,486.0,715.0,1.47,1000,50
,,2021 - 2022,Linseed,Rabi,8.0,7.0,0.88,1000,50
,,2021 - 2022,Maize,Kharif,39249.0,106089.0,2.7,1000,50
,,2021 - 2022,Masoor,Rabi,25834.0,32525.0,1.26,1000,50
,,2021 - 2022,Moong(Green Gram),Kharif,1296.0,765.0,0.59,1000,50
,,2021 - 2022,Peas & beans (Pulses),Rabi,2760.0,2553.0,0.93,1000,50
,,2021 - 2022,Rapeseed &Mustard,Rabi,301.0,362.0,1.2,1000,50
,,2021 - 2022,Rice,Kharif,82720.0,158932.66,1.92,1000,50
,,2021 - 2022,Soyabean,Kharif,9174.0,11568.0,1.26,1000,50
,,2021 - 2022,Urad,Kharif,47557.0,23255.0,0.49,1000,50
,,2021 - 2022,Wheat,Rabi,147372.0,623091.0,4.23,1000,50
,,2021 - 2022,Sesamum,Kharif,663.0,459.0,0.69,1000,50
,,2021 - 2022,Small millets,Kharif,100.0,45.0,0.45,1000,50
,,2022 - 2023,Arhar/Tur,Kharif,17552.0,20185.0,1.15,1000,50
,,2022 - 2023,Bajra,Kharif,1.0,2.0,2.0,1000,50
,,2022 - 2023,Gram,Rabi,78800.0,129153.0,1.64,1000,50
,,2022 - 2023,Jowar,Kharif,266.0,523.0,1.97,1000,50
,,2022 - 2023,Linseed,Rabi,4.0,3.0,0.75,1000,50
,,2022 - 2023,Maize,Kharif,63711.0,172212.0,2.7,1000,50
,,2022 - 2023,Masoor,Rabi,31200.0,39000.0,1.25,1000,50
,,2022 - 2023,Moong(Green Gram),Kharif,951.0,618.0,0.65,1000,50
,,2022 - 2023,Peas & beans (Pulses),Rabi,2360.0,2192.0,0.93,1000,50
,,2022 - 2023,Rapeseed &Mustard,Rabi,821.0,969.0,1.18,1000,50
,,2022 - 2023,Rice,Kharif,87429.0,340011.0,3.89,1000,50
,,2022 - 2023,Soyabean,Kharif,25321.0,34082.0,1.35,1000,50
,,2022 - 2023,Urad,Kharif,27708.0,16043.0,0.58,1000,50
,,2022 - 2023,Wheat,Rabi,154811.0,639060.0,4.13,1000,50
,,2022 - 2023,Sesamum,Kharif,405.0,359.0,0.89,1000,50
,,2022 - 2023,Cotton(lint),Kharif,24.0,,,1000,50
,,2022 - 2023,Small millets,Kharif,173.0,102.0,0.59,1000,50
,32. Neemuch,1998 - 1999,Arhar/Tur,Kharif,800.0,600.0,0.75,1000,50
,32. Neemuch,1998 - 1999,Barley,Rabi,600.0,1300.0,2.17,1000,50
,32. Neemuch,1998 - 1999,Gram,Rabi,52600.0,59200.0,1.13,1000,50
,32. Neemuch,1998 - 1999,Groundnut,Kharif,5800.0,6700.0,1.16,1000,50
,32. Neemuch,1998 - 1999,Jowar,Kharif,5100.0,4800.0,0.94,1000,50
,32. Neemuch,1998 - 1999,Linseed,Rabi,2100.0,1300.0,0.62,1000,50
,32. Neemuch,1998 - 1999,Maize,Kharif,30600.0,52700.0,1.72,1000,50
,32. Neemuch,1998 - 1999,Rapeseed &Mustard,Rabi,14300.0,13100.0,0.92,1000,50
,32. Neemuch,1998 - 1999,Soyabean,Kharif,105100.0,90700.0,0.86,1000,50
,32. Neemuch,1998 - 1999,Wheat,Rabi,33400.0,84600.0,2.53,1000,50
,32. Neemuch,1998 - 1999,Sesamum,Kharif,200.0,100.0,0.5,1000,50
,,1999 - 2000,Arhar/Tur,Kharif,866.0,697.0,0.8,1000,50
,,1999 - 2000,Bajra,Kharif,24.0,24.0,1.0,1000,50
,,1999 - 2000,Barley,Rabi,465.0,1178.0,2.53,1000,50
,,1999 - 2000,Gram,Rabi,43988.0,45545.0,1.04,1000,50
,,1999 - 2000,Groundnut,Kharif,5691.0,6226.0,1.09,1000,50
,,1999 - 2000,Jowar,Kharif,4342.0,4127.0,0.95,1000,50
,,1999 - 2000,Linseed,Rabi,1587.0,1072.0,0.68,1000,50
,,1999 - 2000,Maize,Kharif,30956.0,66980.0,2.16,1000,50
,,1999 - 2000,Other Rabi pulses,Rabi,436.0,235.0,0.54,1000,50
,,1999 - 2000,Other Kharif pulses,Kharif,4585.0,2497.0,0.54,1000,50
,,1999 - 2000,Rapeseed &Mustard,Rabi,18512.0,16238.0,0.88,1000,50
,,1999 - 2000,Rice,Kharif,6.0,6.0,1.0,1000,50
,,1999 - 2000,Soyabean,Kharif,108920.0,123808.0,1.14,1000,50
,,1999 - 2000,Urad,Kharif,4402.0,2439.0,0.55,1000,50
,,1999 - 2000,Wheat,Rabi,32482.0,103953.0,3.2,1000,50
,,1999 - 2000,Sesamum,Kharif,198.0,62.0,0.31,1000,50
,,2000 - 2001,Arhar/Tur,Kharif,662.0,309.0,0.47,1000,50
,,2000 - 2001,Bajra,Kharif,27.0,14.0,0.52,1000,50
,,2000 - 2001,Barley,Rabi,558.0,1274.0,2.28,1000,50
,,2000 - 2001,Gram,Rabi,13751.0,12828.0,0.93,1000,50
,,2000 - 2001,Groundnut,Kharif,4131.0,3180.0,0.77,1000,50
,,2000 - 2001,Jowar,Kharif,5055.0,2854.0,0.56,1000,50
,,2000 - 2001,Linseed,Rabi,501.0,286.0,0.57,1000,50
,,2000 - 2001,Maize,Kharif,35706.0,55520.0,1.55,1000,50
,,2000 - 2001,Other Rabi pulses,Rabi,345.0,157.0,0.46,1000,50
,,2000 - 2001,Other Kharif pulses,Kharif,4291.0,1474.0,0.34,1000,50
,,2000 - 2001,Rapeseed &Mustard,Rabi,6001.0,3746.0,0.62,1000,50
,,2000 - 2001,Rice,Kharif,10.0,5.0,0.5,1000,50
,,2000 - 2001,Soyabean,Kharif,105368.0,68314.0,0.65,1000,50
,,2000 - 2001,Wheat,Rabi,17467.0,41636.0,2.38,1000,50
,,2000 - 2001,Castor seed,Kharif,1.0,0.1,0.1,1000,50
,,2000 - 2001,Sesamum,Kharif,241.0,76.0,0.32,1000,50
,,2000 - 2001,Sunflower,Kharif,1.0,0.1,0.1,1000,50
,,2001 - 2002,Arhar/Tur,Kharif,578.0,340.0,0.59,1000,50
,,2001 - 2002,Bajra,Kharif,41.0,37.0,0.9,1000,50
,,2001 - 2002,Barley,Rabi,472.0,1205.0,2.55,1000,50
,,2001 - 2002,Gram,Rabi,14720.0,14996.0,1.02,1000,50
,,2001 - 2002,Groundnut,Kharif,5012.0,4945.0,0.99,1000,50
,,2001 - 2002,Jowar,Kharif,5187.0,2877.0,0.55,1000,50
,,2001 - 2002,Linseed,Rabi,481.0,291.0,0.6,1000,50
,,2001 - 2002,Maize,Kharif,33030.0,75690.0,2.29,1000,50
,,2001 - 2002,Other Rabi pulses,Rabi,342.0,132.0,0.39,1000,50
,,2001 - 2002,Other Kharif pulses,Kharif,8404.0,5026.0,0.6,1000,50
,,2001 - 2002,Rapeseed &Mustard,Rabi,13189.0,10363.0,0.79,1000,50
,,2001 - 2002,Rice,Kharif,27.0,13.0,0.48,1000,50
,,2001 - 2002,Soyabean,Kharif,104638.0,88414.0,0.84,1000,50
,,2001 - 2002,Wheat,Rabi,23189.0,63512.0,2.74,1000,50
,,2001 - 2002,Sesamum,Kharif,368.0,138.0,0.38,1000,50
,,2001 - 2002,Ginger,Kharif,1.0,1.0,1.0,1000,50
